"L1","L2","L3","DescriptorName"
"G","G07","G07.610","Nutritional Physiological Phenomena"
"G","G07","G07.650","Organ Specificity"
"G","G07","G07.690","Pharmacological Phenomena"
"G","G07","G07.700","Physiological Processes"
"G","G08","G08.686","Reproductive Physiological Phenomena"
"G","G08","G08.852","Urinary Tract Physiological Phenomena"
"G","G09","G09.188","Blood Physiological Phenomena"
"G","G09","G09.330","Cardiovascular Physiological Phenomena"
"G","G09","G09.772","Respiratory Physiological Phenomena"
"G","G10","G10.261","Digestive System Physiological Phenomena"
"G","G10","G10.549","Dental Physiological Phenomena"
"G","G11","G11.427","Musculoskeletal Physiological Phenomena"
"G","G11","G11.561","Nervous System Physiological Phenomena"
"G","G12","G12.040","Antibody Affinity"
"G","G12","G12.051","Antibody Diversity"
"G","G12","G12.100","Antibody Specificity"
"G","G12","G12.125","Binding Sites, Antibody"
"G","G12","G12.186","Blood Group Incompatibility"
"G","G12","G12.248","CD4-CD8 Ratio"
"G","G12","G12.300","Dose-Response Relationship, Immunologic"
"G","G12","G12.400","HIV Seronegativity"
"G","G12","G12.425","Immune System Processes"
"G","G12","G12.450","Immunity"
"G","G12","G12.460","Immunocompetence"
"G","G12","G12.470","Immunocompromised Host"
"G","G12","G12.500","Immunogenetic Phenomena"
"G","G13","G13.500","Hair Color"
"G","G13","G13.750","Skin Physiological Phenomena"
"G","G14","G14.040","Afterimage"
"G","G14","G14.264","Dominance, Ocular"
"G","G14","G14.330","Evoked Potentials, Visual"
"G","G14","G14.340","Eye Color"
"G","G14","G14.360","Figural Aftereffect"
"G","G14","G14.370","Flicker Fusion"
"G","G14","G14.400","Glare"
"G","G14","G14.440","Intraocular Pressure"
"G","G14","G14.640","Ocular Physiological Processes"
"G","G14","G14.700","Optic Flow"
"G","G14","G14.760","Refraction, Ocular"
"G","G14","G14.930","Vision Disparity"
"G","G14","G14.940","Visual Acuity"
"G","G14","G14.950","Visual Fields"
"G","G15","G15.277","Organogenesis, Plant"
"G","G15","G15.556","Plant Diseases"
"G","G15","G15.602","Plant Immunity"
"G","G15","G15.649","Plant Infertility"
"G","G15","G15.744","Plant Physiological Processes"
"G","G15","G15.808","Seed Dispersal"
"G","G16","G16.024","Allelopathy"
"G","G16","G16.049","Animal Distribution"
"G","G16","G16.100","Biological Processes"
"G","G16","G16.500","Ecological and Environmental Phenomena"
"G","G16","G16.690","Pigmentation"
"G","G16","G16.757","Recovery of Function"
"G","G16","G16.824","Species Specificity"
"G","G16","G16.920","Tissue Survival"
"G","G17","G17.035","Algorithms"
"G","G17","G17.162","Decision Theory"
"G","G17","G17.226","Fourier Analysis"
"G","G17","G17.290","Fractals"
"G","G17","G17.485","Neural Networks (Computer)"
"G","G17","G17.582","Nomograms"
"G","G17","G17.680","Probability"
"G","G17","G17.800","Sensitivity and Specificity"
"G","G17","G17.820","Statistical Distributions"
"G","G17","G17.830","Stochastic Processes"
"G","G17","G17.915","Wavelet Analysis"
"H","H01","H01.158","Biological Science Disciplines"
"H","H01","H01.181","Chemistry"
"H","H01","H01.277","Earth Sciences"
"H","H01","H01.548","Mathematics"
"H","H01","H01.570","Microtechnology"
"H","H01","H01.603","Nanotechnology"
"H","H01","H01.671","Physics"
"H","H01","H01.770","Science"
"H","H02","H02.004","Acupuncture"
"H","H02","H02.010","Allied Health Occupations"
"H","H02","H02.070","Biomedical Engineering"
"H","H02","H02.110","Chiropractic"
"H","H02","H02.163","Dentistry"
"H","H02","H02.229","Environmental Health"
"H","H02","H02.249","Evidence-Based Practice"
"H","H02","H02.269","Health Services Administration"
"H","H02","H02.309","Hospital Administration"
"H","H02","H02.385","Medical Illustration"
"H","H02","H02.403","Medicine"
"H","H02","H02.438","Mortuary Practice"
"H","H02","H02.478","Nursing"
"H","H02","H02.495","Nursing, Practical"
"H","H02","H02.533","Nutritional Sciences"
"H","H02","H02.553","Optometry"
"H","H02","H02.573","Orthoptics"
"H","H02","H02.628","Pharmacology"
"H","H02","H02.646","Pharmacy"
"H","H02","H02.696","Podiatry"
"H","H02","H02.720","Psychology, Medical"
"H","H02","H02.781","Serology"
"H","H02","H02.790","Sociology, Medical"
"H","H02","H02.811","Specialization"
"H","H02","H02.956","Veterinary Medicine"
"I","I01","I01.076","Anthropology"
"I","I01","I01.198","Criminology"
"I","I01","I01.240","Demography"
"I","I01","I01.261","Economics"
"I","I01","I01.283","Environment Design"
"I","I01","I01.320","Forecasting"
"I","I01","I01.409","Government"
"I","I01","I01.451","Government Programs"
"I","I01","I01.615","Internationality"
"I","I01","I01.655","Policy"
"I","I01","I01.696","Political Systems"
"I","I01","I01.738","Politics"
"I","I01","I01.791","Private Sector"
"I","I01","I01.795","Public Sector"
"I","I01","I01.800","Quality of Life"
"I","I01","I01.880","Sociology"
"I","I02","I02.158","Curriculum"
"I","I02","I02.195","Education, Distance"
"I","I02","I02.233","Education, Nonprofessional"
"I","I02","I02.275","Education, Predental"
"I","I02","I02.316","Education, Premedical"
"I","I02","I02.358","Education, Professional"
"I","I02","I02.399","Educational Measurement"
"I","I02","I02.463","Faculty"
"I","I02","I02.574","Inservice Training"
"I","I02","I02.581","International Educational Exchange"
"I","I02","I02.588","Mentors"
"I","I02","I02.594","Needs Assessment"
"I","I02","I02.600","Preceptorship"
"I","I02","I02.783","Schools"
"I","I02","I02.851","Students"
"I","I02","I02.903","Teaching"
"I","I03","I03.050","Activities of Daily Living"
"I","I03","I03.125","Automobile Driving"
"I","I03","I03.287","Diet Fads"
"I","I03","I03.350","Exercise"
"I","I03","I03.450","Leisure Activities"
"I","I03","I03.548","Nudism"
"I","I03","I03.702","Retirement"
"I","I03","I03.784","Survival"
"I","I03","I03.833","Temperance Movement"
"I","I03","I03.883","Travel"
"I","I03","I03.946","Work"
"J","J01","J01.040","Agriculture"
"J","J01","J01.086","Architecture as Topic"
"J","J01","J01.219","Commerce"
"J","J01","J01.256","Conservation of Natural Resources"
"J","J01","J01.293","Engineering"
"J","J01","J01.494","Household Articles"
"J","J01","J01.516","Household Products"
"J","J01","J01.576","Industry"
"J","J01","J01.637","Manufactured Materials"
"J","J01","J01.675","Military Science"
"J","J01","J01.780","Power Plants"
"J","J01","J01.897","Technology"
"J","J01","J01.937","Transportation"
"J","J02","J02.200","Beverages"
"J","J02","J02.500","Food"
"K","K01","K01.093","Art"
"K","K01","K01.150","Awards and Prizes"
"K","K01","K01.400","History"
"K","K01","K01.468","Knowledge"
"K","K01","K01.517","Literature"
"K","K01","K01.559","Morals"
"K","K01","K01.602","Music"
"K","K01","K01.637","Nature"
"K","K01","K01.672","Occultism"
"K","K01","K01.752","Philosophy"
"K","K01","K01.844","Religion"
"K","K01","K01.922","Secularism"
"L","L01","L01.040","Book Collecting"
"L","L01","L01.080","Chronology as Topic"
"L","L01","L01.100","Classification"
"L","L01","L01.143","Communication"
"L","L01","L01.178","Communications Media"
"L","L01","L01.209","Computer Security"
"L","L01","L01.224","Computing Methodologies"
"L","L01","L01.240","Copying Processes"
"L","L01","L01.280","Data Collection"
"L","L01","L01.296","Data Display"
"L","L01","L01.313","Informatics"
"L","L01","L01.346","Information Centers"
"L","L01","L01.399","Information Management"
"L","L01","L01.453","Information Services"
"L","L01","L01.470","Information Storage and Retrieval"
"L","L01","L01.488","Information Theory"
"L","L01","L01.535","Knowledge"
"L","L01","L01.583","Library Science"
"L","L01","L01.700","Medical Informatics"
"L","L01","L01.725","Pattern Recognition, Automated"
"L","L01","L01.737","Publishing"
"L","L01","L01.906","Systems Analysis"
"M","M01","M01.050","Abortion Applicants"
"M","M01","M01.055","Adult Children"
"M","M01","M01.060","Age Groups"
"M","M01","M01.066","Alcoholics"
"M","M01","M01.072","Athletes"
"M","M01","M01.085","Caregivers"
"M","M01","M01.097","Child, Abandoned"
"M","M01","M01.102","Child, Exceptional"
"M","M01","M01.106","Child of Impaired Parents"
"M","M01","M01.108","Child, Orphaned"
"M","M01","M01.111","Child, Unwanted"
"M","M01","M01.120","Consultants"
"M","M01","M01.135","Crime Victims"
"M","M01","M01.142","Criminals"
"M","M01","M01.150","Disabled Persons"
"M","M01","M01.159","Disaster Victims"
"M","M01","M01.169","Drug Users"
"M","M01","M01.189","Emigrants and Immigrants"
"M","M01","M01.228","Famous Persons"
"M","M01","M01.252","Friends"
"M","M01","M01.276","Homebound Persons"
"M","M01","M01.325","Homeless Persons"
"M","M01","M01.352","Jehovah's Witnesses"
"M","M01","M01.380","Legal Guardians"
"M","M01","M01.385","Medically Uninsured"
"M","M01","M01.390","Men"
"M","M01","M01.395","Mentors"
"M","M01","M01.416","Minors"
"M","M01","M01.427","Missionaries"
"M","M01","M01.438","Multiple Birth Offspring"
"M","M01","M01.526","Occupational Groups"
"M","M01","M01.620","Parents"
"M","M01","M01.643","Patients"
"M","M01","M01.686","Population Groups"
"M","M01","M01.729","Prisoners"
"M","M01","M01.755","Refugees"
"M","M01","M01.770","Research Personnel"
"M","M01","M01.774","Research Subjects"
"M","M01","M01.776","Sex Workers"
"M","M01","M01.778","Sexual Partners"
"M","M01","M01.781","Siblings"
"M","M01","M01.785","Single Person"
"M","M01","M01.800","Slaves"
"M","M01","M01.816","Spouses"
"M","M01","M01.848","Students"
"M","M01","M01.860","Survivors"
"M","M01","M01.873","Terminally Ill"
"M","M01","M01.898","Tissue Donors"
"M","M01","M01.909","Transgendered Persons"
"M","M01","M01.920","Transients and Migrants"
"M","M01","M01.925","Transplant Recipients"
"M","M01","M01.930","Veterans"
"M","M01","M01.935","Visitors to Patients"
"M","M01","M01.955","Volunteers"
"M","M01","M01.965","Vulnerable Populations"
"M","M01","M01.975","Women"
"N","N01","N01.224","Demography"
"N","N01","N01.400","Health"
"N","N01","N01.600","Population"
"N","N01","N01.824","Socioeconomic Factors"
"N","N02","N02.138","Capacity Building"
"N","N02","N02.208","Health Communication"
"N","N02","N02.278","Health Facilities"
"N","N02","N02.350","Health Manpower"
"N","N02","N02.360","Health Personnel"
"N","N02","N02.370","Health Promotion"
"N","N02","N02.421","Health Services"
"N","N02","N02.508","Housekeeping"
"N","N02","N02.628","Maintenance"
"N","N02","N02.720","Religious Missions"
"N","N02","N02.860","Senior Centers"
"N","N03","N03.109","Dual MEDICAID MEDICARE Eligibility"
"N","N03","N03.219","Economics"
"N","N03","N03.349","Health Planning"
"N","N03","N03.540","Organizations"
"N","N03","N03.623","Policy"
"N","N03","N03.706","Social Control, Formal"
"N","N03","N03.787","State Dentistry"
"N","N03","N03.858","State Medicine"
"N","N03","N03.880","Technology Assessment, Biomedical"
"N","N04","N04.452","Organization and Administration"
"N","N04","N04.590","Patient Care Management"
"N","N04","N04.761","Quality of Health Care"
"N","N05","N05.300","Delivery of Health Care"
"N","N05","N05.350","Ethics"
"N","N05","N05.425","Health Services Research"
"N","N05","N05.700","Quality Assurance, Health Care"
"N","N05","N05.715","Quality of Health Care"
"N","N06","N06.230","Environment"
"N","N06","N06.850","Public Health"
"N","N06","N06.890","Public Health Dentistry"
"V","V01","V01.070","Abstracts"
"V","V01","V01.100","Advertisements"
"V","V01","V01.110","Animation"
"V","V01","V01.140","Architectural Drawings"
"V","V01","V01.165","Bibliography"
"V","V01","V01.175","Biography"
"V","V01","V01.185","Book Illustrations"
"V","V01","V01.195","Bookplates"
"V","V01","V01.200","Charts"
"V","V01","V01.205","Comment"
"V","V01","V01.250","Editorial"
"V","V01","V01.255","Electronic Supplementary Materials"
"V","V01","V01.260","English Abstract"
"V","V01","V01.550","Letter"
"V","V01","V01.630","News"
"V","V01","V01.665","Patient Education Handout"
"V","V01","V01.700","Published Erratum"
"V","V01","V01.775","Retraction of Publication"
"V","V02","V02.025","Abbreviations"
"V","V02","V02.035","Abstracts"
"V","V02","V02.050","Academic Dissertations"
"V","V02","V02.060","Account Books"
"V","V02","V02.070","Addresses"
"V","V02","V02.100","Advertisements"
"V","V02","V02.110","Almanacs"
"V","V02","V02.115","Anecdotes"
"V","V02","V02.120","Animation"
"V","V02","V02.130","Annual Reports"
"V","V02","V02.135","Aphorisms and Proverbs"
"V","V02","V02.140","Architectural Drawings"
"V","V02","V02.150","Atlases"
"V","V02","V02.165","Bibliography"
"V","V02","V02.170","Biography"
"V","V02","V02.180","Book Reviews"
"V","V02","V02.200","Broadsides"
"V","V02","V02.240","Catalogs"
"V","V02","V02.245","Charts"
"V","V02","V02.250","Chronology"
"V","V02","V02.255","Classical Article"
"V","V02","V02.260","Collected Works"
"V","V02","V02.265","Collections"
"V","V02","V02.267","Comment"
"V","V02","V02.270","Congresses"
"V","V02","V02.272","Cookbooks"
"V","V02","V02.275","Corrected and Republished Article"
"V","V02","V02.300","Database"
"V","V02","V02.302","Dataset"
"V","V02","V02.305","Diaries"
"V","V02","V02.310","Dictionary"
"V","V02","V02.312","Directory"
"V","V02","V02.315","Documentaries and Factual Films"
"V","V02","V02.320","Duplicate Publication"
"V","V02","V02.335","Editorial"
"V","V02","V02.350","Encyclopedias"
"V","V02","V02.355","Ephemera"
"V","V02","V02.365","Essays"
"V","V02","V02.375","Eulogies"
"V","V02","V02.395","Examination Questions"
"V","V02","V02.415","Exhibitions"
"V","V02","V02.450","Fictional Works"
"V","V02","V02.460","Forms"
"V","V02","V02.480","Formularies"
"V","V02","V02.500","Government Publications"
"V","V02","V02.510","Guidebooks"
"V","V02","V02.515","Guideline"
"V","V02","V02.520","Handbooks"
"V","V02","V02.530","Historical Article"
"V","V02","V02.540","Humor"
"V","V02","V02.545","Incunabula"
"V","V02","V02.550","Indexes"
"V","V02","V02.575","Instructional Films and Videos"
"V","V02","V02.600","Journal Article"
"V","V02","V02.605","Laboratory Manuals"
"V","V02","V02.607","Lecture Notes"
"V","V02","V02.610","Legal Cases"
"V","V02","V02.620","Legislation"
"V","V02","V02.625","Letter"
"V","V02","V02.630","Manuscripts"
"V","V02","V02.650","Meeting Abstracts"
"V","V02","V02.660","Monograph"
"V","V02","V02.665","News"
"V","V02","V02.667","Newspaper Article"
"V","V02","V02.668","Nurses' Instruction"
"V","V02","V02.670","Outlines"
"V","V02","V02.672","Overall"
"V","V02","V02.675","Patents"
"V","V02","V02.682","Periodical Index"
"V","V02","V02.690","Periodicals"
"V","V02","V02.695","Pharmacopoeias"
"V","V02","V02.697","Photographs"
"V","V02","V02.700","Pictorial Works"
"V","V02","V02.712","Poetry"
"V","V02","V02.725","Popular Works"
"V","V02","V02.731","Postcards"
"V","V02","V02.734","Problems and Exercises"
"V","V02","V02.735","Programmed Instruction"
"V","V02","V02.737","Published Erratum"
"V","V02","V02.750","Resource Guides"
"V","V02","V02.800","Retracted Publication"
"V","V02","V02.825","Retraction of Publication"
"V","V02","V02.912","Review"
"V","V02","V02.925","Statistics"
"V","V02","V02.930","Tables"
"V","V02","V02.935","Technical Report"
"V","V02","V02.940","Unedited Footage"
"V","V02","V02.945","Union Lists"
"V","V02","V02.950","Unpublished Works"
"V","V02","V02.970","Video-Audio Media"
"V","V02","V02.990","Webcasts"
"V","V03","V03.100","Case Reports"
"V","V03","V03.150","Clinical Conference"
"V","V03","V03.200","Clinical Trial"
"V","V03","V03.250","Comparative Study"
"V","V03","V03.300","Consensus Development Conference"
"V","V03","V03.400","Evaluation Studies"
"V","V03","V03.600","Meta-Analysis"
"V","V03","V03.650","Multicenter Study"
"V","V03","V03.800","Scientific Integrity Review"
"V","V03","V03.900","Twin Study"
"V","V03","V03.950","Validation Studies"
"V","V04","V04.124","Research Support, Non-U.S. Gov't"
"V","V04","V04.750","Research Support, U.S. Government"
"Z","Z01","Z01.058","Africa"
"Z","Z01","Z01.107","Americas"
"Z","Z01","Z01.158","Antarctic Regions"
"Z","Z01","Z01.208","Arctic Regions"
"Z","Z01","Z01.252","Asia"
"Z","Z01","Z01.338","Australia"
"Z","Z01","Z01.433","Cities"
"Z","Z01","Z01.542","Europe"
"Z","Z01","Z01.586","Historical Geographic Locations"
"Z","Z01","Z01.639","Islands"
"Z","Z01","Z01.678","Oceania"
"Z","Z01","Z01.756","Oceans and Seas"
